year,month,province,occupancy_rate,checkin_count,visitors_total,visitors_thai,visitors_foreign,revenue_total_mb,revenue_thai_mb,revenue_foreign_mb,date,region,month_sin,month_cos,is_high_season,foreign_ratio,revenue_per_visitor
2025,7,มหาสารคาม,51.79,28065,52792,51837,955,112.4,108.92,3.48,2025-07-01,ภาคตะวันออกเฉียงเหนือ,-0.4999999999999997,-0.8660254037844388,0,0.0180898621003182,2129.110471283528
2025,8,มหาสารคาม,52.02,28699,51312,50482,830,113.29,110.47,2.82,2025-08-01,ภาคตะวันออกเฉียงเหนือ,-0.8660254037844384,-0.5000000000000004,0,0.0161755534767695,2207.865606485812
2025,9,มหาสารคาม,48.7,24928,42817,41998,819,91.86,89.05,2.81,2025-09-01,ภาคตะวันออกเฉียงเหนือ,-1.0,-1.8369701987210292e-16,0,0.0191279164817712,2145.409533596469
2025,10,มหาสารคาม,46.22,25906,49344,48596,748,91.3,89.35,1.95,2025-10-01,ภาคตะวันออกเฉียงเหนือ,-0.8660254037844386,0.5000000000000001,0,0.0151588845654993,1850.275616083009
2025,11,มหาสารคาม,51.35,26866,51266,50359,907,94.98,92.73,2.25,2025-11-01,ภาคตะวันออกเฉียงเหนือ,-0.5000000000000004,0.8660254037844384,1,0.0176920376077712,1852.689891936176
2025,12,มหาสารคาม,56.76,30586,60145,59194,951,111.56,109.2,2.36,2025-12-01,ภาคตะวันออกเฉียงเหนือ,-2.4492935982947064e-16,1.0,1,0.0158117881785684,1854.85077728822
2024,1,มุกดาหาร,53.9,43721,168152,154456,13696,326.18,291.83,34.35,2024-01-01,ภาคตะวันออกเฉียงเหนือ,0.4999999999999999,0.8660254037844387,1,0.0814501165612065,1939.792568628384
2024,2,มุกดาหาร,51.11,41232,155647,146896,8751,299.5,277.55,21.95,2024-02-01,ภาคตะวันออกเฉียงเหนือ,0.8660254037844386,0.5000000000000001,1,0.0562233772575121,1924.2259728745173
2024,3,มุกดาหาร,48.25,39703,149260,141708,7552,286.69000000000005,267.7500000000001,18.94000000000001,2024-03-01,ภาคตะวันออกเฉียงเหนือ,1.0,6.123233995736766e-17,1,0.0505962749564518,1920.7423288221896
2024,4,มุกดาหาร,48.87,42585,170521,156752,13769,322.19,288.32,33.87,2024-04-01,ภาคตะวันออกเฉียงเหนือ,0.8660254037844387,-0.4999999999999998,0,0.0807466529049208,1889.4447018255817
2024,5,มุกดาหาร,44.08,39310,155383,145355,10028,292.02000000000004,267.35,24.67,2024-05-01,ภาคตะวันออกเฉียงเหนือ,0.4999999999999999,-0.8660254037844387,0,0.0645373045957408,1879.356171524556
2024,6,มุกดาหาร,41.82,37182,147475,137324,10151,277.56000000000006,252.59000000000003,24.96999999999999,2024-06-01,ภาคตะวันออกเฉียงเหนือ,1.2246467991473532e-16,-1.0,0,0.0688320054246482,1882.0817087641976
2024,7,มุกดาหาร,47.92,39289,145142,131267,13875,283.32,249.29,34.03,2024-07-01,ภาคตะวันออกเฉียงเหนือ,-0.4999999999999997,-0.8660254037844388,0,0.0955960369844703,1952.01940168938
2024,8,มุกดาหาร,44.47,35825,132392,119681,12711,258.47,227.29,31.18,2024-08-01,ภาคตะวันออกเฉียงเหนือ,-0.8660254037844384,-0.5000000000000004,0,0.0960103329506314,1952.3082965738108
2024,9,มุกดาหาร,43.8,33985,126237,113363,12874,246.8499999999999,215.27999999999992,31.56999999999998,2024-09-01,ภาคตะวันออกเฉียงเหนือ,-1.0,-1.8369701987210292e-16,0,0.101982778424709,1955.4488779042588
2024,10,มุกดาหาร,44.98,36046,159341,145555,13786,306.81,271.01,35.8,2024-10-01,ภาคตะวันออกเฉียงเหนือ,-0.8660254037844386,0.5000000000000001,0,0.0865188495114251,1925.493124807802
2024,11,มุกดาหาร,48.63,37744,165397,152829,12568,317.2,284.56,32.64,2024-11-01,ภาคตะวันออกเฉียงเหนือ,-0.5000000000000004,0.8660254037844384,1,0.0759868679601201,1917.809875632569
2024,12,มุกดาหาร,52.78,43073,188128,174583,13545,360.23,325.05000000000007,35.18000000000001,2024-12-01,ภาคตะวันออกเฉียงเหนือ,-2.4492935982947064e-16,1.0,1,0.0719988518455519,1914.8133185915967
2025,1,มุกดาหาร,55.61,45225,177110,158433,18677,351.06,304.79,46.27,2025-01-01,ภาคตะวันออกเฉียงเหนือ,0.4999999999999999,0.8660254037844387,1,0.1054542374795324,1982.157980915815
2025,2,มุกดาหาร,52.5,42834,167428,150906,16522,330.18,290.31,39.87,2025-02-01,ภาคตะวันออกเฉียงเหนือ,0.8660254037844386,0.5000000000000001,1,0.0986812241680005,1972.0715770360991
2025,3,มุกดาหาร,51.59,40212,154611,142078,12533,304.38,273.33,31.05,2025-03-01,ภาคตะวันออกเฉียงเหนือ,1.0,6.123233995736766e-17,1,0.0810615027391324,1968.6826939868445
2025,4,มุกดาหาร,55.03,46724,175290,159103,16187,347.74,304.55,43.19,2025-04-01,ภาคตะวันออกเฉียงเหนือ,0.8660254037844387,-0.4999999999999998,0,0.0923441154657995,1983.7982771407385
2025,5,มุกดาหาร,42.39,38595,155736,145021,10715,286.84,258.21,28.63,2025-05-01,ภาคตะวันออกเฉียงเหนือ,0.4999999999999999,-0.8660254037844387,0,0.0688023321518467,1841.8349000873272
2025,6,มุกดาหาร,39.71,34088,155040,147088,7952,284.52,263.58,20.94,2025-06-01,ภาคตะวันออกเฉียงเหนือ,1.2246467991473532e-16,-1.0,0,0.0512899896800825,1835.139318885449
2025,7,มุกดาหาร,43.55,36228,147049,135441,11608,285.61,254.8,30.81,2025-07-01,ภาคตะวันออกเฉียงเหนือ,-0.4999999999999997,-0.8660254037844388,0,0.0789396731701677,1942.2777441533087
2025,8,มุกดาหาร,40.6,34065,136392,125121,11271,264.16,235.71,28.45,2025-08-01,ภาคตะวันออกเฉียงเหนือ,-0.8660254037844384,-0.5000000000000004,0,0.082636811543199,1936.7704850724383
2025,9,มุกดาหาร,42.7,33293,123498,111547,11951,240.23,211.84,28.39,2025-09-01,ภาคตะวันออกเฉียงเหนือ,-1.0,-1.8369701987210292e-16,0,0.0967707979076584,1945.213687671056
2025,10,มุกดาหาร,45.38,36474,161660,147505,14155,308.85,272.18,36.67,2025-10-01,ภาคตะวันออกเฉียงเหนือ,-0.8660254037844386,0.5000000000000001,0,0.0875603117654336,1910.491154274403
2025,11,มุกดาหาร,49.14,38193,166831,154799,12032,321.43,289.82,31.61,2025-11-01,ภาคตะวันออกเฉียงเหนือ,-0.5000000000000004,0.8660254037844384,1,0.0721208888036396,1926.6802932308744
2025,12,มุกดาหาร,54.56,44448,193514,180337,13177,372.25,337.63,34.62,2025-12-01,ภาคตะวันออกเฉียงเหนือ,-2.4492935982947064e-16,1.0,1,0.0680932645700052,1923.633432206456
2024,1,ยะลา,75.36,85664,148455,89457,58998,551.44,305.1,246.34,2024-01-01,ภาคใต้,0.4999999999999999,0.8660254037844387,1,0.397413357583106,3714.526287427167
2024,2,ยะลา,81.82,91920,158568,89009,69559,594.01,303.57,290.44,2024-02-01,ภาคใต้,0.8660254037844386,0.5000000000000001,1,0.4386698451137682,3746.0900055496695
2024,3,ยะลา,73.81,87177,150516,85651,64865,562.97,292.12,270.85,2024-03-01,ภาคใต้,1.0,6.123233995736766e-17,1,0.4309508623667916,3740.2668154880544
2024,4,ยะลา,79.15,101887,167807,85697,82110,669.16,280.88,388.28,2024-04-01,ภาคใต้,0.8660254037844387,-0.4999999999999998,0,0.4893121264309594,3987.676318627948
2024,5,ยะลา,76.42,108528,179792,105179,74613,697.56,344.73,352.83,2024-05-01,ภาคใต้,0.4999999999999999,-0.8660254037844387,0,0.4149962178517398,3879.8166770490334
2024,6,ยะลา,78.98,110139,182887,112429,70458,701.6800000000003,368.5,333.1800000000003,2024-06-01,ภาคใต้,1.2246467991473532e-16,-1.0,0,0.385254282699153,3836.686041107352
2024,7,ยะลา,81.23,111578,178588,93644,84944,707.04,317.98,389.06,2024-07-01,ภาคใต้,-0.4999999999999997,-0.8660254037844388,0,0.475642260398235,3959.056599547562
2024,8,ยะลา,80.28,113013,178503,110671,67832,686.48,375.8,310.68,2024-08-01,ภาคใต้,-0.8660254037844384,-0.5000000000000004,0,0.3800048178461986,3845.761695881862
2024,9,ยะลา,76.22,102620,166574,70676,95898,679.21,239.99000000000007,439.22,2024-09-01,ภาคใต้,-1.0,-1.8369701987210292e-16,0,0.5757080937000972,4077.527105070419
2024,10,ยะลา,77.1,90126,155936,77096,78840,547.21,226.02,321.19,2024-10-01,ภาคใต้,-0.8660254037844386,0.5000000000000001,0,0.5055920377590807,3509.196080443259
2024,11,ยะลา,68.89,74510,130981,77633,53348,444.94,227.6,217.34,2024-11-01,ภาคใต้,-0.5000000000000004,0.8660254037844384,1,0.4072957146456356,3396.9812415541187
2024,12,ยะลา,79.38,92998,164852,106128,58724,550.3799999999997,311.1299999999999,239.25,2024-12-01,ภาคใต้,-2.4492935982947064e-16,1.0,1,0.3562225511367772,3338.6310144857184
2025,1,ยะลา,78.72,88685,175766,92164,83602,637.81,314.12,323.69,2025-01-01,ภาคใต้,0.4999999999999999,0.8660254037844387,1,0.4756437536269813,3628.745036013791
2025,2,ยะลา,84.65,94590,164028,99778,64250,637.61,340.07,297.54,2025-02-01,ภาคใต้,0.8660254037844386,0.5000000000000001,1,0.3917014168312727,3887.202184992806
2025,3,ยะลา,77.78,91606,158771,95841,62930,618.09,326.66,291.43,2025-03-01,ภาคใต้,1.0,6.123233995736766e-17,1,0.3963570173394385,3892.965340018013
2025,4,ยะลา,81.57000000000001,111943,178708,94044,84664,701.11,299.67,401.44,2025-04-01,ภาคใต้,0.8660254037844387,-0.4999999999999998,0,0.4737560713566264,3923.2155247666574
2025,5,ยะลา,74.10000000000001,102385,173526,99331,74195,684.74,328.73,356.01,2025-05-01,ภาคใต้,0.4999999999999999,-0.8660254037844387,0,0.4275728132959902,3946.036905132372
2025,6,ยะลา,81.78,107562,181467,112665,68802,711.06,380.91,330.15,2025-06-01,ภาคใต้,1.2246467991473532e-16,-1.0,0,0.3791433153135281,3918.3983864834927
2025,7,ยะลา,81.88000000000001,112571,178874,89870,89004,735.03,316.71,418.32,2025-07-01,ภาคใต้,-0.4999999999999997,-0.8660254037844388,0,0.4975793016313159,4109.205362433892
2025,8,ยะลา,83.18,117216,189482,98072,91410,753.56,320.91,432.65,2025-08-01,ภาคใต้,-0.8660254037844384,-0.5000000000000004,0,0.482420493767218,3976.947678407448
2025,9,ยะลา,81.11,108407,167820,79401,88419,673.4200000000001,268.45,404.97,2025-09-01,ภาคใต้,-1.0,-1.8369701987210292e-16,0,0.5268680729352878,4012.751757835777
2025,10,ยะลา,79.16,97248,159388,81633,77755,556.4399999999999,239.79,316.65,2025-10-01,ภาคใต้,-0.8660254037844386,0.5000000000000001,0,0.487834717795568,3491.103470775717
2025,11,ยะลา,68.65,74161,120018,68940,51078,409.2000000000001,200.8,208.4,2025-11-01,ภาคใต้,-0.5000000000000004,0.8660254037844384,1,0.4255861620756886,3409.4885767134933
2025,12,ยะลา,81.67,95407,169248,108143,61105,565.83,316.87,248.96,2025-12-01,ภาคใต้,-2.4492935982947064e-16,1.0,1,0.3610382397428625,3343.200510493477
2024,1,ยโสธร,46.15,13769,54623,54396,227,84.63999999999999,84.07,0.57,2024-01-01,ภาคตะวันออกเฉียงเหนือ,0.4999999999999999,0.8660254037844387,1,0.0041557585632425,1549.5304175896597
2024,2,ยโสธร,43.96,11401,45237,45085,152,70.06,69.68,0.38,2024-02-01,ภาคตะวันออกเฉียงเหนือ,0.8660254037844386,0.5000000000000001,1,0.0033600813493379,1548.7322324645754
2024,3,ยโสธร,45.7,12144,48174,47974,200,74.66,74.16,0.5000000000000002,2024-03-01,ภาคตะวันออกเฉียงเหนือ,1.0,6.123233995736766e-17,1,0.0041516170548428,1549.7986465728402
2024,4,ยโสธร,49.08,14202,57343,57035,308,91.66,90.88,0.78,2024-04-01,ภาคตะวันออกเฉียงเหนือ,0.8660254037844387,-0.4999999999999998,0,0.0053711874160751,1598.4514238878328
2024,5,ยโสธร,55.63,15449,62386,62173,213,99.61,99.07,0.54,2024-05-01,ภาคตะวันออกเฉียงเหนือ,0.4999999999999999,-0.8660254037844387,0,0.0034142275510531,1596.672330330523
2024,6,ยโสธร,43.9,12204,49282,49131,151,78.67000000000002,78.28000000000003,0.3900000000000001,2024-06-01,ภาคตะวันออกเฉียงเหนือ,1.2246467991473532e-16,-1.0,0,0.0030639990260135,1596.323201168784
2024,7,ยโสธร,45.99,12658,56122,55730,392,90.99,90.19,0.8,2024-07-01,ภาคตะวันออกเฉียงเหนือ,-0.4999999999999997,-0.8660254037844388,0,0.0069847831509924,1621.2893339510351
2024,8,ยโสธร,44.75,11521,51084,50719,365,82.83,82.09,0.74,2024-08-01,ภาคตะวันออกเฉียงเหนือ,-0.8660254037844384,-0.5000000000000004,0,0.0071450943543966,1621.4470284237725
2024,9,ยโสธร,43.97,10367,46015,45548,467,74.66999999999999,73.70999999999998,0.96,2024-09-01,ภาคตะวันออกเฉียงเหนือ,-1.0,-1.8369701987210292e-16,0,0.0101488645007062,1622.7317179180698
2024,10,ยโสธร,45.25,11827,49364,49038,326,81.43,80.5,0.93,2024-10-01,ภาคตะวันออกเฉียงเหนือ,-0.8660254037844386,0.5000000000000001,0,0.0066040029171055,1649.5826918402074
2024,11,ยโสธร,47.77,12017,50170,49764,406,82.85,81.69,1.16,2024-11-01,ภาคตะวันออกเฉียงเหนือ,-0.5000000000000004,0.8660254037844384,1,0.0080924855491329,1651.3852900139525
2024,12,ยโสธร,51.46,13420,56015,55631,384,92.43000000000004,91.32000000000004,1.11,2024-12-01,ภาคตะวันออกเฉียงเหนือ,-2.4492935982947064e-16,1.0,1,0.0068553066142997,1650.093724895118
2025,1,ยโสธร,47.53,14166,56187,55916,271,87.10000000000001,86.42,0.68,2025-01-01,ภาคตะวันออกเฉียงเหนือ,0.4999999999999999,0.8660254037844387,1,0.0048231797390855,1550.1806467688257
2025,2,ยโสธร,45.45,11730,46527,46311,216,72.12,71.58,0.54,2025-02-01,ภาคตะวันออกเฉียงเหนือ,0.8660254037844386,0.5000000000000001,1,0.0046424656650976,1550.067702624283
2025,3,ยโสธร,43.75,11616,46078,45867,211,71.42,70.89,0.53,2025-03-01,ภาคตะวันออกเฉียงเหนือ,1.0,6.123233995736766e-17,1,0.0045791918051998,1549.9804679022527
2025,4,ยโสธร,50.31,14629,58512,58153,359,98.81,97.81,1.0,2025-04-01,ภาคตะวันออกเฉียงเหนือ,0.8660254037844387,-0.4999999999999998,0,0.0061354935739677,1688.713426305715
2025,5,ยโสธร,56.66,15880,62604,62372,232,111.29,110.65,0.64,2025-05-01,ภาคตะวันออกเฉียงเหนือ,0.4999999999999999,-0.8660254037844387,0,0.0037058334930675,1777.6819372564053
2025,6,ยโสธร,49.69,13256,48603,48438,165,88.21000000000001,87.79,0.42,2025-06-01,ภาคตะวันออกเฉียงเหนือ,1.2246467991473532e-16,-1.0,0,0.0033948521696191,1814.9085447400369
2025,7,ยโสธร,48.84,12799,57738,57318,420,96.81,95.99,0.82,2025-07-01,ภาคตะวันออกเฉียงเหนือ,-0.4999999999999997,-0.8660254037844388,0,0.0072742388028681,1676.7120440611034
2025,8,ยโสธร,47.84,12151,53296,53014,282,86.88,86.35,0.53,2025-08-01,ภาคตะวันออกเฉียงเหนือ,-0.8660254037844384,-0.5000000000000004,0,0.0052912038426898,1630.1410987691384
2025,9,ยโสธร,46.17,10661,46801,46392,409,76.26,75.4,0.86,2025-09-01,ภาคตะวันออกเฉียงเหนือ,-1.0,-1.8369701987210292e-16,0,0.0087391295057797,1629.4523621290143
2025,10,ยโสธร,46.55,11845,50168,49822,346,81.82,80.85,0.97,2025-10-01,ภาคตะวันออกเฉียงเหนือ,-0.8660254037844386,0.5000000000000001,0,0.0068968266624142,1630.9201084356562
2025,11,ยโสธร,47.06,11895,50692,50372,320,82.25,81.36,0.89,2025-11-01,ภาคตะวันออกเฉียงเหนือ,-0.5000000000000004,0.8660254037844384,1,0.0063126331571056,1622.5439911623137
2025,12,ยโสธร,52.54,13679,57318,56948,370,93.63,92.59,1.04,2025-12-01,ภาคตะวันออกเฉียงเหนือ,-2.4492935982947064e-16,1.0,1,0.0064552147667399,1633.5182665131374
2024,1,ระนอง,57.28,51374,69010,67521,1489,255.19,247.66,7.53,2024-01-01,ภาคใต้,0.4999999999999999,0.8660254037844387,1,0.0215765831038979,3697.8698739313145
2024,2,ระนอง,58.0,53337,71668,70005,1663,265.18,256.77,8.41,2024-02-01,ภาคใต้,0.8660254037844386,0.5000000000000001,1,0.0232042194563822,3700.117207121728
2024,3,ระนอง,59.3,57248,76901,75225,1676,284.3899999999999,275.92,8.469999999999999,2024-03-01,ภาคใต้,1.0,6.123233995736766e-17,1,0.0217942549511709,3698.131363701381
2024,4,ระนอง,60.71,60227,82973,80436,2537,312.35,299.85,12.5,2024-04-01,ภาคใต้,0.8660254037844387,-0.4999999999999998,0,0.0305762115386933,3764.4776011473614
2024,5,ระนอง,56.43,55827,77032,74331,2701,290.4,277.09,13.31,2024-05-01,ภาคใต้,0.4999999999999999,-0.8660254037844387,0,0.0350633502959808,3769.8618755841726
2024,6,ระนอง,55.29,54182,74702,72256,2446,281.3899999999999,269.3499999999998,12.04,2024-06-01,ภาคใต้,1.2246467991473532e-16,-1.0,0,0.0327434339107386,3766.833551979865
2024,7,ระนอง,58.55,60643,76088,73036,3052,296.52000000000004,278.98,17.54,2024-07-01,ภาคใต้,-0.4999999999999997,-0.8660254037844388,0,0.0401114499001156,3897.066554515825
2024,8,ระนอง,56.22,59665,74761,72027,2734,290.84,275.13,15.71,2024-08-01,ภาคใต้,-0.8660254037844384,-0.5000000000000004,0,0.0365698693168898,3890.2636401332247
2024,9,ระนอง,54.25,57710,72176,69901,2275,280.09000000000003,267.02,13.07,2024-09-01,ภาคใต้,-1.0,-1.8369701987210292e-16,0,0.0315201729106628,3880.652848592331
2024,10,ระนอง,54.71,60720,78361,75509,2852,289.05,273.44,15.61,2024-10-01,ภาคใต้,-0.8660254037844386,0.5000000000000001,0,0.0363956560023481,3688.6971835479385
2024,11,ระนอง,55.89,62868,81163,78081,3082,299.62,282.75,16.87,2024-11-01,ภาคใต้,-0.5000000000000004,0.8660254037844384,1,0.0379729679780195,3691.5836033660657
2024,12,ระนอง,60.73,69628,90446,84684,5762,338.18999999999994,306.65,31.539999999999992,2024-12-01,ภาคใต้,-2.4492935982947064e-16,1.0,1,0.063706521018066,3739.137164717068
2025,1,ระนอง,58.96,52821,82715,80140,2575,286.51,273.23,13.28,2025-01-01,ภาคใต้,0.4999999999999999,0.8660254037844387,1,0.0311309919603457,3463.821555945113
2025,2,ระนอง,59.7,55057,74014,72112,1902,280.22,270.45,9.77,2025-02-01,ภาคใต้,0.8660254037844386,0.5000000000000001,1,0.0256978409490096,3786.04047882833
2025,3,ระนอง,60.12,59123,79477,77447,2030,300.88,290.45,10.43,2025-03-01,ภาคใต้,1.0,6.123233995736766e-17,1,0.0255419806988185,3785.7493362859695
2025,4,ระนอง,61.02,62425,91682,88978,2704,377.43,369.02,8.41,2025-04-01,ภาคใต้,0.8660254037844387,-0.4999999999999998,0,0.0294932484020854,4116.72956523636
2025,5,ระนอง,58.25,58177,84172,81556,2616,292.77,282.24,10.53,2025-05-01,ภาคใต้,0.4999999999999999,-0.8660254037844387,0,0.0310792187425747,3478.2350425319582
2025,6,ระนอง,62.01,57498,80489,78065,2424,292.63,281.96,10.67,2025-06-01,ภาคใต้,1.2246467991473532e-16,-1.0,0,0.0301159164606343,3635.6520766812855
2025,7,ระนอง,59.7,61680,80126,76169,3957,323.66,305.43,18.23,2025-07-01,ภาคใต้,-0.4999999999999997,-0.8660254037844388,0,0.0493847190674687,4039.387963956768
2025,8,ระนอง,61.21,63720,84417,80424,3993,344.70000000000005,324.1,20.6,2025-08-01,ภาคใต้,-0.8660254037844384,-0.5000000000000004,0,0.0473008991079995,4083.300756956538
2025,9,ระนอง,59.62,59914,75138,72219,2919,292.63,275.86,16.77,2025-09-01,ภาคใต้,-1.0,-1.8369701987210292e-16,0,0.038848518725545,3894.567329447151
2025,10,ระนอง,60.23,62226,80585,77662,2923,304.49,287.41,17.08,2025-10-01,ภาคใต้,-0.8660254037844386,0.5000000000000001,0,0.0362722591052925,3778.494757088789
2025,11,ระนอง,61.95,68788,84585,81407,3178,311.96,294.78,17.18,2025-11-01,ภาคใต้,-0.5000000000000004,0.8660254037844384,1,0.0375716734645622,3688.124371933558
2025,12,ระนอง,63.38,72827,92067,86135,5932,343.58,311.06,32.52,2025-12-01,ภาคใต้,-2.4492935982947064e-16,1.0,1,0.0644313380472916,3731.8474589157895
2024,1,ระยอง,73.12,284560,463534,394523,69011,2155.9,1670.74,485.16,2024-01-01,ภาคตะวันออก,0.4999999999999999,0.8660254037844387,1,0.1488801252982521,4651.0072616032485
2024,2,ระยอง,70.24,276200,446553,367241,79312,2112.79,1555.21,557.58,2024-02-01,ภาคตะวันออก,0.8660254037844386,0.5000000000000001,1,0.1776093767145221,4731.330883456163
2024,3,ระยอง,74.38,305343,498387,427994,70393,2307.33,1812.4700000000007,494.8599999999997,2024-03-01,ภาคตะวันออก,1.0,6.123233995736766e-17,1,0.1412416455485396,4629.595073707781
2024,4,ระยอง,78.47,336379,543971,454160,89811,2536.2,1883.73,652.47,2024-04-01,ภาคตะวันออก,0.8660254037844387,-0.4999999999999998,0,0.165102551422778,4662.380898981747
2024,5,ระยอง,79.34,348315,560726,485718,75008,2559.55,2014.62,544.93,2024-05-01,ภาคตะวันออก,0.4999999999999999,-0.8660254037844387,0,0.1337694346258243,4564.70718318751
2024,6,ระยอง,75.8,321221,517273,446944,70329,2364.6899999999987,1853.7799999999995,510.9099999999999,2024-06-01,ภาคตะวันออก,1.2246467991473532e-16,-1.0,0,0.1359610882454719,4571.45453174629
2024,7,ระยอง,76.93,327034,529005,432870,96135,2400.29,1688.9,711.39,2024-07-01,ภาคตะวันออก,-0.4999999999999997,-0.8660254037844388,0,0.1817279609833555,4537.367321669927
2024,8,ระยอง,76.28,309908,501201,408140,93061,2281.05,1592.41,688.64,2024-08-01,ภาคตะวันออก,-0.8660254037844384,-0.5000000000000004,0,0.1856760062330282,4551.1680942376415
2024,9,ระยอง,72.33,290248,469399,382126,87273,2136.75,1490.91,645.8400000000001,2024-09-01,ภาคตะวันออก,-1.0,-1.8369701987210292e-16,0,0.1859249806667675,4552.097469317148
2024,10,ระยอง,72.97,297683,498871,407018,91853,2532.49,1821.76,710.73,2024-10-01,ภาคตะวันออก,-0.8660254037844386,0.5000000000000001,0,0.1841217469045103,5076.442607407526
2024,11,ระยอง,73.77,301106,503845,405945,97900,2574.48,1816.96,757.52,2024-11-01,ภาคตะวันออก,-0.5000000000000004,0.8660254037844384,1,0.1943057884865385,5109.666663358771
2024,12,ระยอง,77.05,340068,569634,462933,106701,2897.6400000000003,2072.0199999999995,825.6199999999999,2024-12-01,ภาคตะวันออก,-2.4492935982947064e-16,1.0,1,0.1873150127976911,5086.84523746827
2025,1,ระยอง,73.46,285614,497343,398063,99280,2361.79,1713.51,648.28,2025-01-01,ภาคตะวันออก,0.4999999999999999,0.8660254037844387,1,0.1996207848506966,4748.815203994024
2025,2,ระยอง,74.16,288365,501903,411378,90525,2370.7000000000003,1766.63,604.07,2025-02-01,ภาคตะวันออก,0.8660254037844386,0.5000000000000001,1,0.1803635363805356,4723.422653381232
2025,3,ระยอง,72.52,284334,525889,444781,81108,2448.57,1908.19,540.38,2025-03-01,ภาคตะวันออก,1.0,6.123233995736766e-17,1,0.1542302653221497,4656.058597917051
2025,4,ระยอง,79.51,343948,579267,491719,87548,2923.53,2263.49,660.04,2025-04-01,ภาคตะวันออก,0.8660254037844387,-0.4999999999999998,0,0.151135832008383,5046.947262661259
2025,5,ระยอง,78.83,345633,618785,550318,68467,2919.99,2431.24,488.75,2025-05-01,ภาคตะวันออก,0.4999999999999999,-0.8660254037844387,0,0.1106474785264671,4718.908829399549
2025,6,ระยอง,77.17999999999999,327935,549874,487035,62839,2510.47,2071.6,438.87,2025-06-01,ภาคตะวันออก,1.2246467991473532e-16,-1.0,0,0.1142789075315435,4565.536832074257
2025,7,ระยอง,77.65,339723,532646,468409,64237,2588.9,1945.03,643.87,2025-07-01,ภาคตะวันออก,-0.4999999999999997,-0.8660254037844388,0,0.1205997979896591,4860.45140675045
2025,8,ระยอง,76.91,315596,513022,451596,61426,2313.32,1793.73,519.59,2025-08-01,ภาคตะวันออก,-0.8660254037844384,-0.5000000000000004,0,0.1197336566463036,4509.202334402813
2025,9,ระยอง,74.39,304333,491991,416063,75928,2181.15,1630.63,550.52,2025-09-01,ภาคตะวันออก,-1.0,-1.8369701987210292e-16,0,0.1543280263256848,4433.312804502521
2025,10,ระยอง,71.35,293346,485192,400009,85183,2416.65,1763.13,653.52,2025-10-01,ภาคตะวันออก,-0.8660254037844386,0.5000000000000001,0,0.175565549308315,4980.811719896454
2025,11,ระยอง,71.07,283301,467996,387927,80069,2337.63,1723.57,614.06,2025-11-01,ภาคตะวันออก,-0.5000000000000004,0.8660254037844384,1,0.171089069137343,4994.978589560595
2025,12,ระยอง,78.08,348398,584148,487394,96754,2935.29,2173.4,761.89,2025-12-01,ภาคตะวันออก,-2.4492935982947064e-16,1.0,1,0.1656326821285016,5024.908071242219
2024,1,ราชบุรี,61.85,103976,253383,240056,13327,512.09,481.97,30.12,2024-01-01,ภาคกลาง,0.4999999999999999,0.8660254037844387,1,0.0525962673107509,2021.0116700804715
2024,2,ราชบุรี,62.33,103046,249766,239300,10466,504.12,480.46,23.66,2024-02-01,ภาคกลาง,0.8660254037844386,0.5000000000000001,1,0.0419032214152446,2018.369193565177
2024,3,ราชบุรี,71.01,115157,279354,267184,12170,563.95,536.45,27.499999999999982,2024-03-01,ภาคกลาง,1.0,6.123233995736766e-17,1,0.04356479592202,2018.7647214645217
2024,4,ราชบุรี,67.73,106436,327685,316594,11091,658.05,632.01,26.04,2024-04-01,ภาคกลาง,0.8660254037844387,-0.4999999999999998,0,0.0338465294413842,2008.17858614218
2024,5,ราชบุรี,63.95,99756,306999,297857,9142,616.07,594.61,21.46,2024-05-01,ภาคกลาง,0.4999999999999999,-0.8660254037844387,0,0.029778598627357,2006.749207652142
2024,6,ราชบุรี,60.28,91209,281251,267083,14168,566.4200000000003,533.1600000000003,33.260000000000005,2024-06-01,ภาคกลาง,1.2246467991473532e-16,-1.0,0,0.0503749320002417,2013.9306171355847
2024,7,ราชบุรี,58.21,87687,232688,218806,13882,477.67,444.16,33.51,2024-07-01,ภาคกลาง,-0.4999999999999997,-0.8660254037844388,0,0.0596592862545554,2052.8346971051365
2024,8,ราชบุรี,58.46,88092,233028,221018,12010,477.64,448.65,28.99,2024-08-01,ภาคกลาง,-0.8660254037844384,-0.5000000000000004,0,0.0515388708653037,2049.710764371664
2024,9,ราชบุรี,55.94,83964,222250,210432,11818,455.6699999999999,427.1399999999999,28.53,2024-09-01,ภาคกลาง,-1.0,-1.8369701987210292e-16,0,0.0531743532058492,2050.2587176602915
2024,10,ราชบุรี,56.28,88118,222181,214114,8067,457.3,435.64,21.66,2024-10-01,ภาคกลาง,-0.8660254037844386,0.5000000000000001,0,0.0363082351776254,2058.231801999271
2024,11,ราชบุรี,59.4,92134,232545,223408,9137,479.08,454.55,24.53,2024-11-01,ภาคกลาง,-0.5000000000000004,0.8660254037844384,1,0.0392913199595777,2060.160399062547
2024,12,ราชบุรี,62.63,98376,248339,238470,9869,511.7299999999998,485.2099999999998,26.52,2024-12-01,ภาคกลาง,-2.4492935982947064e-16,1.0,1,0.0397400327777755,2060.6106974740164
